response_id,lockdown_period,subscale,score,id,total_hours_played,total_hours_played_s,score_ord
R_0HrndcL3lki2lZ7,before,depression,16,1,24,-0.2823422531020502,16
R_0HrndcL3lki2lZ7,during,depression,36,1,49,0.8626956997130945,36
R_0PSG9nkpvJ2cBah,before,depression,24,2,69,1.77872606196521,24
R_0PSG9nkpvJ2cBah,during,depression,40,2,59,1.3207108808391523,40
R_12JyJmQfO8sTgUl,before,depression,42,3,90,2.7405579423299313,42
R_12JyJmQfO8sTgUl,during,depression,34,3,0,-1.381578687804589,34
R_1DM7yYCOiYR4ya2,before,depression,20,4,23,-0.32814377121465593,20
R_1DM7yYCOiYR4ya2,during,depression,20,4,41,0.4962835548122481,20
R_1ffI8lqVrhKTZ7E,before,depression,2,5,22,-0.37394528932726173,2
R_1ffI8lqVrhKTZ7E,during,depression,2,5,22,-0.37394528932726173,2
R_1FFzNzuAi8fWUl4,before,depression,20,6,30,-0.007533144426415476,20
R_1FFzNzuAi8fWUl4,during,depression,26,6,42,0.542085072924854,26
R_1GwdHSgm3odLvzg,before,depression,26,7,46,0.7252911453752771,26
R_1GwdHSgm3odLvzg,during,depression,42,7,70,1.8245275800778158,42
R_1H0rge5nxLFRo3v,before,depression,40,8,41,0.4962835548122481,40
R_1H0rge5nxLFRo3v,during,depression,42,8,60,1.366512398951758,42
R_1hVTVxhlItv93am,before,depression,10,9,22,-0.37394528932726173,10
R_1hVTVxhlItv93am,during,depression,18,9,14,-0.740357434228108,18
R_1i5qKh6GOnE0oJ3,before,depression,12,10,11,-0.8777619885659254,12
R_1i5qKh6GOnE0oJ3,during,depression,12,10,11,-0.8777619885659254,12
R_1IWvRT0mkoPQqkR,before,depression,30,11,16,-0.6487543980028965,30
R_1IWvRT0mkoPQqkR,during,depression,36,11,33,0.12987140991140186,36
R_1jiU18Tkb0T0XV3,before,depression,10,12,27,-0.14493769876423282,10
R_1jiU18Tkb0T0XV3,during,depression,10,12,30,-0.007533144426415476,10
R_1KcXIYg2VO1BoxX,before,depression,6,13,42,0.542085072924854,6
R_1KcXIYg2VO1BoxX,during,depression,12,13,57,1.2291078446139407,12
R_1LOoKq6ur4rIe2k,before,depression,6,14,45,0.6794896272626713,6
R_1LOoKq6ur4rIe2k,during,depression,2,14,0,-1.381578687804589,2
R_1meXA4TrxC5Vg18,before,depression,26,15,0,-1.381578687804589,26
R_1meXA4TrxC5Vg18,during,depression,34,15,47,0.7710926634878829,34
R_1OZgGesjhXXAzby,before,depression,10,16,20,-0.46554832555247333,10
R_1OZgGesjhXXAzby,during,depression,16,16,25,-0.2365407349894444,16
R_1q261O0L8N3K286,before,depression,6,17,20,-0.46554832555247333,6
R_1q261O0L8N3K286,during,depression,0,17,24,-0.2823422531020502,0
R_1QDQVGgr43kczoS,before,depression,14,18,62,1.4581154351769696,14
R_1QDQVGgr43kczoS,during,depression,8,18,46,0.7252911453752771,8
R_1Qza6Mn31sTJeYL,before,depression,30,19,14,-0.740357434228108,30
R_1Qza6Mn31sTJeYL,during,depression,40,19,10,-0.9235635066785312,40
R_21b9j1WapXLQCLl,before,depression,28,20,0,-1.381578687804589,28
R_21b9j1WapXLQCLl,during,depression,32,20,80,2.2825427612038736,32
