response_id,lockdown_period,subscale,score,id,total_hours_played,total_hours_played_s,score_ord
R_000jgq6zfKH3jcB,after,anxiety,28,1,35,0.6555207174162604,28
R_000jgq6zfKH3jcB,before,anxiety,18,1,10,-0.5998048058726152,18
R_06y6RQMIag7OLT3,after,anxiety,0,2,35,0.6555207174162604,0
R_06y6RQMIag7OLT3,before,anxiety,0,2,10,-0.5998048058726152,0
R_0D28y4Gxg25qSR3,after,anxiety,2,3,15,-0.3487397012148401,2
R_0D28y4Gxg25qSR3,before,anxiety,2,3,0,-1.1019350151881655,2
R_0Ii8fPkhD9I10Yh,after,anxiety,0,4,0,-1.1019350151881655,0
R_0Ii8fPkhD9I10Yh,before,anxiety,0,4,0,-1.1019350151881655,0
R_0pRhQEssmj1aIbT,after,anxiety,20,5,30,0.40445561275848524,20
R_0pRhQEssmj1aIbT,before,anxiety,0,5,22,0.0027514453060450473,0
R_0vTXEcLGjOc6uRj,after,anxiety,2,6,30,0.40445561275848524,2
R_0vTXEcLGjOc6uRj,before,anxiety,2,6,22,0.0027514453060450473,2
R_10IYWwAbUvh1Uhh,after,anxiety,4,7,0,-1.1019350151881655,4
R_10IYWwAbUvh1Uhh,before,anxiety,6,7,0,-1.1019350151881655,6
R_10TobIjLKGhA3cQ,after,anxiety,0,8,15,-0.3487397012148401,0
R_10TobIjLKGhA3cQ,before,anxiety,2,8,15,-0.3487397012148401,2
R_111rjgTikYEbPtb,after,anxiety,4,9,80,2.9151066593362365,4
R_111rjgTikYEbPtb,before,anxiety,20,9,20,-0.09767459655706501,20
R_12LI8ats6sqsq4j,after,anxiety,12,10,35,0.6555207174162604,12
R_12LI8ats6sqsq4j,before,anxiety,10,10,25,0.15339050810071012,10
R_1BXwMl8IvhYRkFs,after,anxiety,0,11,0,-1.1019350151881655,0
R_1BXwMl8IvhYRkFs,before,anxiety,0,11,30,0.40445561275848524,0
R_1CkeSqHcTu6ioRR,after,anxiety,0,12,4,-0.9010829314619454,0
R_1CkeSqHcTu6ioRR,before,anxiety,0,12,8,-0.7002308477357253,0
R_1cSrZsKJbMLVpfn,after,anxiety,2,13,35,0.6555207174162604,2
R_1cSrZsKJbMLVpfn,before,anxiety,2,13,10,-0.5998048058726152,2
R_1Cy9Qzx0gi4C0n2,after,anxiety,6,14,0,-1.1019350151881655,6
R_1Cy9Qzx0gi4C0n2,before,anxiety,6,14,0,-1.1019350151881655,6
R_1dFdkaSKE6hI4m0,after,anxiety,22,15,15,-0.3487397012148401,22
R_1dFdkaSKE6hI4m0,before,anxiety,22,15,0,-1.1019350151881655,22
R_1DtGqgKOtlhl4vS,after,anxiety,8,16,60,1.910846240705136,8
R_1DtGqgKOtlhl4vS,before,anxiety,2,16,75,2.6640415546784615,2
R_1E0SL2RcGCHB4YG,after,anxiety,4,17,24,0.10317748716915509,4
R_1E0SL2RcGCHB4YG,before,anxiety,6,17,0,-1.1019350151881655,6
R_1E5vpihv0BCn2Jo,after,anxiety,12,18,40,0.9065858220740355,12
R_1E5vpihv0BCn2Jo,before,anxiety,12,18,31,0.4546686336900403,12
R_1eqNc6OUIYqj3s8,after,anxiety,0,19,64,2.111698324431356,0
R_1eqNc6OUIYqj3s8,before,anxiety,14,19,40,0.9065858220740355,14
R_1FKyUMNfVFCfhAP,after,anxiety,4,20,41,0.9567988430055905,4
R_1FKyUMNfVFCfhAP,before,anxiety,0,20,15,-0.3487397012148401,0
R_1Fl9AQQ2mrxHqGW,after,anxiety,0,21,35,0.6555207174162604,0
