response_id,lockdown_period,subscale,score,id,total_hours_played,total_hours_played_s,score_ord
R_000jgq6zfKH3jcB,before,depression,14,1,10,-0.5998048058726152,14
R_000jgq6zfKH3jcB,during,depression,26,1,35,0.6555207174162604,26
R_06y6RQMIag7OLT3,before,depression,2,2,10,-0.5998048058726152,2
R_06y6RQMIag7OLT3,during,depression,2,2,35,0.6555207174162604,2
R_0D28y4Gxg25qSR3,before,depression,16,3,0,-1.1019350151881655,16
R_0D28y4Gxg25qSR3,during,depression,32,3,15,-0.3487397012148401,32
R_0Ii8fPkhD9I10Yh,before,depression,10,4,0,-1.1019350151881655,10
R_0Ii8fPkhD9I10Yh,during,depression,6,4,0,-1.1019350151881655,6
R_0pRhQEssmj1aIbT,before,depression,14,5,22,0.0027514453060450473,14
R_0pRhQEssmj1aIbT,during,depression,22,5,30,0.40445561275848524,22
R_0vTXEcLGjOc6uRj,before,depression,2,6,22,0.0027514453060450473,2
R_0vTXEcLGjOc6uRj,during,depression,2,6,30,0.40445561275848524,2
R_10IYWwAbUvh1Uhh,before,depression,22,7,0,-1.1019350151881655,22
R_10IYWwAbUvh1Uhh,during,depression,28,7,0,-1.1019350151881655,28
R_10TobIjLKGhA3cQ,before,depression,0,8,15,-0.3487397012148401,0
R_10TobIjLKGhA3cQ,during,depression,0,8,15,-0.3487397012148401,0
R_111rjgTikYEbPtb,before,depression,18,9,20,-0.09767459655706501,18
R_111rjgTikYEbPtb,during,depression,4,9,80,2.9151066593362365,4
R_12LI8ats6sqsq4j,before,depression,14,10,25,0.15339050810071012,14
R_12LI8ats6sqsq4j,during,depression,16,10,35,0.6555207174162604,16
R_1BXwMl8IvhYRkFs,before,depression,0,11,30,0.40445561275848524,0
R_1BXwMl8IvhYRkFs,during,depression,0,11,0,-1.1019350151881655,0
R_1CkeSqHcTu6ioRR,before,depression,2,12,8,-0.7002308477357253,2
R_1CkeSqHcTu6ioRR,during,depression,6,12,4,-0.9010829314619454,6
R_1cSrZsKJbMLVpfn,before,depression,10,13,10,-0.5998048058726152,10
R_1cSrZsKJbMLVpfn,during,depression,14,13,35,0.6555207174162604,14
R_1Cy9Qzx0gi4C0n2,before,depression,24,14,0,-1.1019350151881655,24
R_1Cy9Qzx0gi4C0n2,during,depression,42,14,0,-1.1019350151881655,42
R_1dFdkaSKE6hI4m0,before,depression,16,15,0,-1.1019350151881655,16
R_1dFdkaSKE6hI4m0,during,depression,28,15,15,-0.3487397012148401,28
R_1DtGqgKOtlhl4vS,before,depression,2,16,75,2.6640415546784615,2
R_1DtGqgKOtlhl4vS,during,depression,24,16,60,1.910846240705136,24
R_1E0SL2RcGCHB4YG,before,depression,12,17,0,-1.1019350151881655,12
R_1E0SL2RcGCHB4YG,during,depression,8,17,24,0.10317748716915509,8
R_1E5vpihv0BCn2Jo,before,depression,30,18,31,0.4546686336900403,30
R_1E5vpihv0BCn2Jo,during,depression,34,18,40,0.9065858220740355,34
R_1eqNc6OUIYqj3s8,before,depression,6,19,40,0.9065858220740355,6
R_1eqNc6OUIYqj3s8,during,depression,0,19,64,2.111698324431356,0
R_1FKyUMNfVFCfhAP,before,depression,10,20,15,-0.3487397012148401,10
R_1FKyUMNfVFCfhAP,during,depression,16,20,41,0.9567988430055905,16
R_1Fl9AQQ2mrxHqGW,before,depression,0,21,15,-0.3487397012148401,0
R_1Fl9AQQ2mrxHqGW,during,depression,10,21,35,0.6555207174162604,10
R_1FmqwzhhGgMovg2,before,depression,16,22,0,-1.1019350151881655,16
R_1FmqwzhhGgMovg2,during,depression,10,22,30,0.40445561275848524,10
R_1GKJM6pEM2FrpLP,before,depression,8,23,14.000000000000002,-0.39895272214639504,8
R_1GKJM6pEM2FrpLP,during,depression,2,23,28.999999999999996,0.35424259182693,2
R_1GPMTpTMgSvK0K5,before,depression,2,24,0,-1.1019350151881655,2
R_1GPMTpTMgSvK0K5,during,depression,0,24,0,-1.1019350151881655,0
R_1H78Zq7MMV4bmUw,before,depression,0,25,15,-0.3487397012148401,0
R_1H78Zq7MMV4bmUw,during,depression,0,25,45,1.1576509267318107,0
R_1HbCUjufNKWfBV4,before,depression,30,26,35,0.6555207174162604,30
R_1HbCUjufNKWfBV4,during,depression,28,26,15.75,-0.31107993551617386,28
R_1IFBVZISRpLTJit,before,depression,18,27,0,-1.1019350151881655,18
R_1IFBVZISRpLTJit,during,depression,18,27,0,-1.1019350151881655,18
R_1ImlmXBKKlXZVm0,before,depression,12,28,12,-0.4993787640095052,12
R_1ImlmXBKKlXZVm0,during,depression,22,28,40,0.9065858220740355,22
R_1isdeJ0akLVA05z,before,depression,30,29,35,0.6555207174162604,30
R_1isdeJ0akLVA05z,during,depression,30,29,35,0.6555207174162604,30
R_1jf9Sx7JAoAu6dB,before,depression,8,30,20,-0.09767459655706501,8
R_1jf9Sx7JAoAu6dB,during,depression,20,30,40,0.9065858220740355,20
R_1jkddLsj0iUCBlG,before,depression,2,31,6,-0.8006568895988354,2
R_1jkddLsj0iUCBlG,during,depression,6,31,18,-0.19810063842017506,6
R_1jptKS7BPpIT1cD,before,depression,10,32,30,0.40445561275848524,10
R_1jptKS7BPpIT1cD,during,depression,10,32,30,0.40445561275848524,10
R_1K1Fc63G8b1FSAP,before,depression,28,33,10,-0.5998048058726152,28
R_1K1Fc63G8b1FSAP,during,depression,12,33,10,-0.5998048058726152,12
R_1Ka3YhFFxRPhu6A,before,depression,10,34,30,0.40445561275848524,10
R_1Ka3YhFFxRPhu6A,during,depression,32,34,70,2.412976450020686,32
R_1KlistIPWgoY83s,before,depression,0,35,0,-1.1019350151881655,0
R_1KlistIPWgoY83s,during,depression,0,35,21,-0.047461575625509976,0
R_1LCosfUrLhSMxRQ,before,depression,2,36,15,-0.3487397012148401,2
R_1LCosfUrLhSMxRQ,during,depression,28,36,9,-0.6500178268041703,28
R_1llE7wmaJfKwhMv,before,depression,8,37,0,-1.1019350151881655,8
R_1llE7wmaJfKwhMv,during,depression,14,37,32,0.5048816546215953,14
R_1ls2eVKvEiK6S4N,before,depression,8,38,25,0.15339050810071012,8
R_1ls2eVKvEiK6S4N,during,depression,6,38,45,1.1576509267318107,6
R_1M3DvETU5JOu5b0,before,depression,6,39,0,-1.1019350151881655,6
R_1M3DvETU5JOu5b0,during,depression,12,39,0,-1.1019350151881655,12
R_1M5w3AllKLTG9vr,before,depression,0,40,43.2,1.0672674890550118,0
R_1M5w3AllKLTG9vr,during,depression,6,40,56.24,1.7220452820024892,6
R_1mEDv9S4U18sxZe,before,depression,22,41,4,-0.9010829314619454,22
R_1mEDv9S4U18sxZe,during,depression,14,41,7.000000000000001,-0.7504438686672803,14
R_1mIvz4scUnVKLx7,before,depression,20,42,5,-0.8508699105303904,20
R_1mIvz4scUnVKLx7,during,depression,32,42,8,-0.7002308477357253,32
R_1mmJ4ZOT1aKUnz7,before,depression,22,43,0,-1.1019350151881655,22
R_1mmJ4ZOT1aKUnz7,during,depression,2,43,90,3.417236868651787,2
R_1MXmVmetdFpHiB4,before,depression,30,44,6,-0.8006568895988354,30
R_1MXmVmetdFpHiB4,during,depression,42,44,25,0.15339050810071012,42
R_1N9O72YdQ4GZFDi,before,depression,16,45,48,1.3082899895264757,16
R_1N9O72YdQ4GZFDi,during,depression,22,45,40,0.9065858220740355,22
R_1N9QWsuqE4dwJj0,before,depression,4,46,50,1.4087160313895857,4
R_1N9QWsuqE4dwJj0,during,depression,4,46,0,-1.1019350151881655,4
R_1Nady9hvbIvDcLg,before,depression,18,47,21,-0.047461575625509976,18
R_1Nady9hvbIvDcLg,during,depression,28,47,30,0.40445561275848524,28
R_1NfE7qpbaFYk306,before,depression,10,48,40,0.9065858220740355,10
R_1NfE7qpbaFYk306,during,depression,8,48,35,0.6555207174162604,8
R_1NmQkOcQT42agWF,before,depression,28,49,15,-0.3487397012148401,28
R_1NmQkOcQT42agWF,during,depression,36,49,20,-0.09767459655706501,36
R_1nSWaU6aHeoCVz1,before,depression,22,50,2,-1.0015089733250555,22
R_1nSWaU6aHeoCVz1,during,depression,32,50,15,-0.3487397012148401,32
R_1oCk4T1oiygv2K1,before,depression,6,51,0,-1.1019350151881655,6
R_1oCk4T1oiygv2K1,during,depression,2,51,0,-1.1019350151881655,2
R_1OIk0siawnKDTiy,before,depression,8,52,20,-0.09767459655706501,8
