response_id,lockdown_period,subscale,score,id,total_hours_played,total_hours_played_s,score_ord
R_0Iq1QihJbkIZGG5,after,anxiety,0,1,31,0.044453274943530054,0
R_0Iq1QihJbkIZGG5,before,anxiety,0,1,35,0.21602731858522517,0
R_0xNlcN3NDWsWFsl,after,anxiety,0,2,20,-0.4273753450711315,0
R_0xNlcN3NDWsWFsl,before,anxiety,0,2,0,-1.2852455632796072,0
R_1Ghi9cuDLyS5Fvj,after,anxiety,10,3,23,-0.29869481233986017,10
R_1Ghi9cuDLyS5Fvj,before,anxiety,10,3,18,-0.513162366891979,10
R_1GTWJReePx9Mt0Y,after,anxiety,10,4,25,-0.21290779051901262,10
R_1GTWJReePx9Mt0Y,before,anxiety,10,4,50,0.8594299822415818,10
R_1jwyyqW3BkMXKqC,after,anxiety,10,5,36,0.25892082949564893,10
R_1jwyyqW3BkMXKqC,before,anxiety,8,5,21,-0.38448183416070775,8
R_1l3QaBdaMZAzDNc,after,anxiety,18,6,8,-0.9420974759962168,18
R_1l3QaBdaMZAzDNc,before,anxiety,12,6,9,-0.899203965085793,12
R_1OGOApUcrgQ9PDV,after,anxiety,22,7,87,2.4464898859272615,22
R_1OGOApUcrgQ9PDV,before,anxiety,30,7,0,-1.2852455632796072,30
R_22Q9Iw4NYMriVYz,after,anxiety,0,8,14,-0.6847364105336742,0
R_22Q9Iw4NYMriVYz,before,anxiety,0,8,9,-0.899203965085793,0
R_237akAEwp1ZNQtX,after,anxiety,0,9,75,1.9317677550021761,0
R_237akAEwp1ZNQtX,before,anxiety,0,9,61,1.3312586022562434,0
R_28YlGk4KWcNC1Hz,after,anxiety,42,10,52,0.9452170040624294,42
R_28YlGk4KWcNC1Hz,before,anxiety,40,10,87,2.4464898859272615,40
R_2ANDY1UL9QHh0bt,after,anxiety,0,11,42,0.5162818949581917,0
R_2ANDY1UL9QHh0bt,before,anxiety,0,11,40,0.4304948731373441,0
R_2fjoBMWdN1ICH1c,after,anxiety,8,12,0,-1.2852455632796072,8
R_2fjoBMWdN1ICH1c,before,anxiety,6,12,0,-1.2852455632796072,6
R_2fy7OLb5SO3rVpk,after,anxiety,12,13,15,-0.6418428996232504,12
R_2fy7OLb5SO3rVpk,before,anxiety,8,13,12,-0.7705234323545217,8
R_2qpx286lR9fjVMC,after,anxiety,6,14,30,0.0015597640331062722,6
R_2qpx286lR9fjVMC,before,anxiety,8,14,32,0.08734678585395383,8
R_2ri38po4P4fnJtK,after,anxiety,0,15,40,0.4304948731373441,0
R_2ri38po4P4fnJtK,before,anxiety,0,15,26,-0.17001427960858884,0
R_2riPjmHJ1ujE2AI,after,anxiety,20,16,0,-1.2852455632796072,20
R_2riPjmHJ1ujE2AI,before,anxiety,18,16,15,-0.6418428996232504,18
R_2VsTI6YcrvQkU00,after,anxiety,0,17,79,2.1033417986438714,0
R_2VsTI6YcrvQkU00,before,anxiety,2,17,52,0.9452170040624294,2
R_2WUWSPXQGpkoYiQ,after,anxiety,10,18,61,1.3312586022562434,10
R_2WUWSPXQGpkoYiQ,before,anxiety,14,18,57,1.1596845586145483,14
