response_id,lockdown_period,subscale,score,id,total_hours_played,total_hours_played_s,score_ord
R_0Iq1QihJbkIZGG5,after,stress,10,1,31,0.044453274943530054,10
R_0Iq1QihJbkIZGG5,before,stress,10,1,35,0.21602731858522517,10
R_0xNlcN3NDWsWFsl,after,stress,6,2,20,-0.4273753450711315,6
R_0xNlcN3NDWsWFsl,before,stress,10,2,0,-1.2852455632796072,10
R_1Ghi9cuDLyS5Fvj,after,stress,22,3,23,-0.29869481233986017,22
R_1Ghi9cuDLyS5Fvj,before,stress,20,3,18,-0.513162366891979,20
R_1GTWJReePx9Mt0Y,after,stress,12,4,25,-0.21290779051901262,12
R_1GTWJReePx9Mt0Y,before,stress,10,4,50,0.8594299822415818,10
R_1jwyyqW3BkMXKqC,after,stress,16,5,36,0.25892082949564893,16
R_1jwyyqW3BkMXKqC,before,stress,16,5,21,-0.38448183416070775,16
R_1l3QaBdaMZAzDNc,after,stress,26,6,8,-0.9420974759962168,26
R_1l3QaBdaMZAzDNc,before,stress,30,6,9,-0.899203965085793,30
R_1OGOApUcrgQ9PDV,after,stress,32,7,87,2.4464898859272615,32
R_1OGOApUcrgQ9PDV,before,stress,34,7,0,-1.2852455632796072,34
R_22Q9Iw4NYMriVYz,after,stress,14,8,14,-0.6847364105336742,14
R_22Q9Iw4NYMriVYz,before,stress,16,8,9,-0.899203965085793,16
R_237akAEwp1ZNQtX,after,stress,0,9,75,1.9317677550021761,0
R_237akAEwp1ZNQtX,before,stress,0,9,61,1.3312586022562434,0
R_28YlGk4KWcNC1Hz,after,stress,42,10,52,0.9452170040624294,42
R_28YlGk4KWcNC1Hz,before,stress,36,10,87,2.4464898859272615,36
R_2ANDY1UL9QHh0bt,after,stress,6,11,42,0.5162818949581917,6
R_2ANDY1UL9QHh0bt,before,stress,10,11,40,0.4304948731373441,10
R_2fjoBMWdN1ICH1c,after,stress,14,12,0,-1.2852455632796072,14
R_2fjoBMWdN1ICH1c,before,stress,24,12,0,-1.2852455632796072,24
R_2fy7OLb5SO3rVpk,after,stress,22,13,15,-0.6418428996232504,22
R_2fy7OLb5SO3rVpk,before,stress,24,13,12,-0.7705234323545217,24
R_2qpx286lR9fjVMC,after,stress,24,14,30,0.0015597640331062722,24
R_2qpx286lR9fjVMC,before,stress,26,14,32,0.08734678585395383,26
R_2ri38po4P4fnJtK,after,stress,0,15,40,0.4304948731373441,0
R_2ri38po4P4fnJtK,before,stress,0,15,26,-0.17001427960858884,0
R_2riPjmHJ1ujE2AI,after,stress,30,16,0,-1.2852455632796072,30
R_2riPjmHJ1ujE2AI,before,stress,32,16,15,-0.6418428996232504,32
R_2VsTI6YcrvQkU00,after,stress,10,17,79,2.1033417986438714,10
R_2VsTI6YcrvQkU00,before,stress,10,17,52,0.9452170040624294,10
R_2WUWSPXQGpkoYiQ,after,stress,22,18,61,1.3312586022562434,22
R_2WUWSPXQGpkoYiQ,before,stress,28,18,57,1.1596845586145483,28
R_2Y3vSpPmQtCUg27,after,stress,0,19,34,0.17313380767480138,0
R_2Y3vSpPmQtCUg27,before,stress,6,19,42,0.5162818949581917,6
R_2ZNqbe16jkaSqDs,after,stress,0,20,52,0.9452170040624294,0
R_2ZNqbe16jkaSqDs,before,stress,0,20,39,0.38760136222692027,0
R_31BhgcJAtt4udIx,after,stress,40,21,47,0.7307494495103105,40
R_31BhgcJAtt4udIx,before,stress,36,21,36,0.25892082949564893,36
R_31RjR49IX1YOJ7y,after,stress,22,22,68,1.6315131786292096,22
R_31RjR49IX1YOJ7y,before,stress,12,22,0,-1.2852455632796072,12
R_3Dhl5RDE5WPkhjZ,after,stress,16,23,0,-1.2852455632796072,16
R_3Dhl5RDE5WPkhjZ,before,stress,16,23,0,-1.2852455632796072,16
R_3e2GBC1tsXm5UH9,after,stress,16,24,45,0.644962427689463,16
R_3e2GBC1tsXm5UH9,before,stress,22,24,44,0.6020689167790392,22
R_3EbuYRY1KfEPCX3,after,stress,30,25,4,-1.1136715196379119,30
R_3EbuYRY1KfEPCX3,before,stress,30,25,5,-1.0707780087274883,30
R_3fiMnltHW0VY7HP,after,stress,2,26,31,0.044453274943530054,2
R_3fiMnltHW0VY7HP,before,stress,4,26,34,0.17313380767480138,4
R_3fW7nwlGuhwYbo5,after,stress,20,27,31,0.044453274943530054,20
R_3fW7nwlGuhwYbo5,before,stress,12,27,35,0.21602731858522517,12
R_3g11OuFlZDreUWH,after,stress,26,28,41,0.47338838404776784,26
R_3g11OuFlZDreUWH,before,stress,22,28,19,-0.4702688559815553,22
R_3HIxxqBts6Z0OZO,after,stress,4,29,70,1.7173002004500573,4
R_3HIxxqBts6Z0OZO,before,stress,10,29,62,1.374152113166667,10
R_3PNeMMqpSuzFgK6,after,stress,8,30,7,-0.9849909869066407,8
R_3PNeMMqpSuzFgK6,before,stress,12,30,5,-1.0707780087274883,12
R_3QM1yoXPn1WIPIp,after,stress,14,31,0,-1.2852455632796072,14
R_3QM1yoXPn1WIPIp,before,stress,18,31,0,-1.2852455632796072,18
R_5A6WR2APgRZFueJ,after,stress,18,32,44,0.6020689167790392,18
R_5A6WR2APgRZFueJ,before,stress,12,32,40,0.4304948731373441,12
R_5AVWI45K9Om73Gh,after,stress,30,33,58,1.2025780695249721,30
R_5AVWI45K9Om73Gh,before,stress,26,33,48,0.7736429604207343,26
